pos_x,pos_y,left_border_x,left_border_y,right_border_x,right_border_y,throttle,brake,target_speed,yaw
209.1578826904297,-186.62310791015625,208.848635827841,-189.61993376269126,210.05533242546372,-177.92617063232257,0.14285001158714294,0.0,31.097644805908203,-84.10841741317881
207.54928588867188,-186.45721435546875,207.23966308640732,-189.459490425882,208.4456477859291,-177.7655874633831,0.14285001158714294,0.0,31.10111427307129,-84.11193867494605
205.94032287597656,-186.2915496826172,205.6306889552327,-189.29876611191034,206.83479324282015,-177.60430386592552,0.14285001158714294,0.0,31.108478546142578,-84.12133437503113
204.33096313476562,-186.12623596191406,204.02158428504413,-189.13809646209654,205.22298850839718,-177.44220345477964,0.14285001158714294,0.0,31.115795135498047,-84.13513712405009
202.72128295898438,-185.96128845214844,202.41209809956294,-188.9785436963747,203.6108923626302,-177.2798198851359,0.14285001158714294,0.0,31.119007110595703,-84.14919583842548
201.111328125,-185.79672241210938,200.8024069723199,-188.81890793081868,201.9985059610964,-177.11743326175866,0.14285001158714294,0.0,31.125446319580078,-84.16362227160181
199.50106811523438,-185.63238525390625,199.19221294594658,-188.65870707516368,200.38668848131115,-176.95462135120587,0.14285001158714294,0.0,31.130290985107422,-84.17278068426774
197.89039611816406,-185.46864318847656,197.58221228993102,-188.50013702472626,198.7726028668544,-176.7906916675087,0.14285001158714294,0.0,31.13800048828125,-84.19521262372602
196.279296875,-185.30560302734375,195.9721296294765,-188.34090987045064,197.1574759853253,-176.62777978319795,0.14285001158714294,0.0,31.144699096679688,-84.22144929233501
194.66783142089844,-185.1433868408203,194.3618977114679,-188.18255090057494,195.54149275949993,-176.4643820145232,0.14285001158714294,0.0,31.148218154907227,-84.25175471572815
193.05606079101562,-184.98208618164062,192.75165415378967,-188.02382004632133,193.9249156572595,-176.30019509598415,0.14285001158714294,0.0,31.15414047241211,-84.28505675678683
191.44383239746094,-184.8216552734375,191.1410242085861,-187.86468460845055,192.30803724657915,-176.13694725051755,0.14285001158714294,0.0,31.160816192626953,-84.31727341273593
189.83120727539062,-184.66224670410156,189.53022816456956,-187.70704208336096,190.69014048731384,-175.97301950949026,0.14285001158714294,0.0,31.16489028930664,-84.35463176431927
188.21826171875,-184.50396728515625,187.91937985980545,-187.5497212407711,189.0713944432307,-175.81012290320723,0.14285001158714294,0.0,31.1710147857666,-84.39547097237289
186.6048583984375,-184.3466796875,186.30784690732037,-187.39332375276607,187.45299149290202,-175.64681541932978,0.14285001158714294,0.0,31.178342819213867,-84.43193925690774
184.99098205566406,-184.190185546875,184.6956531190471,-187.2358227971835,185.8352259043849,-175.4837562228053,0.14285001158714294,0.0,31.185081481933594,-84.46146654879831
183.3768310546875,-184.0341796875,183.08263366302768,-187.07816160032618,184.21885761440635,-175.32195554627748,0.14285001158714294,0.0,31.187957763671875,-84.47957420346721
181.76242065429688,-183.87855529785156,181.46922579685614,-186.92008900771975,182.6027538505584,-175.16113860691502,0.14285001158714294,0.0,31.193321228027344,-84.49386922872252
180.14768981933594,-183.72320556640625,179.85529896932707,-186.76236448208147,180.9868949361359,-175.00036860784374,0.14285001158714294,0.0,31.19983673095703,-84.5046113876598
178.5325469970703,-183.56822204589844,178.24130246660252,-186.60339321356773,179.3700312948386,-174.84047636126976,0.14285001158714294,0.0,31.207111358642578,-84.51887677208559
176.9169921875,-183.4134979248047,176.62673463499397,-186.4442275980475,177.75346958511315,-174.67940350398746,0.14285001158714294,0.0,31.212894439697266,-84.5293818883991
175.30120849609375,-183.2586669921875,175.01116895120876,-186.28545988535421,176.13859889555692,-174.51983342759152,0.14285001158714294,0.0,31.219579696655273,-84.52639901742477
173.6850128173828,-183.10397338867188,173.3958139817388,-186.12544226543054,174.52184988804163,-174.3609327803554,0.14285001158714294,0.0,31.224048614501953,-84.53261005301087
172.06863403320312,-182.94956970214844,171.78063324082603,-185.96451306980316,172.90428868164383,-174.2014984931385,0.14285001158714294,0.0,31.22767448425293,-84.54340924241922
170.4519500732422,-182.79566955566406,170.16561960137912,-185.8035021775521,171.2851083432507,-174.04354266039624,0.14285001158714294,0.0,31.234655380249023,-84.56211787745463
168.83486938476562,-182.64208984375,168.54987078913084,-185.64291410302366,169.66663695182396,-173.88419302764055,0.14285001158714294,0.0,31.240718841552734,-84.57469580433965
167.21742248535156,-182.48855590820312,166.93334351469392,-185.4812665987896,168.04918899252687,-173.72607513628006,0.14285001158714294,0.0,31.24840545654297,-84.5775239152316
165.7240753173828,-182.3468475341797,165.4408001953685,-185.33204939067764,166.55600884805614,-173.57978919672536,0.14285001158714294,0.0,31.254915237426758,-84.57925648616829
164.23048400878906,-182.20530700683594,163.94833083530875,-185.1826982566145,165.0616254458482,-173.4347756975328,0.14285001158714294,0.0,31.257219314575195,-84.58651868207409
162.73666381835938,-182.06365966796875,162.45506616888204,-185.03340310071468,163.5687336829421,-173.28860767262393,0.14285001158714294,0.0,31.265399932861328,-84.58328290634388
161.24252319335938,-181.92190551757812,160.96153417967793,-184.8836325595251,162.07548206411525,-173.14221416941717,0.14285001158714294,0.0,31.268659591674805,-84.58037828407633
159.74830627441406,-181.77999877929688,159.4678010466907,-184.73359817981407,160.58248484206928,-172.99645724836813,0.14285001158714294,0.0,31.27167320251465,-84.57485461879111
158.2537841796875,-181.63809204101562,157.9741015855177,-184.58363093197923,159.08814839178527,-172.85080142231502,0.14285001158714294,0.0,31.280149459838867,-84.57595580557995
156.75894165039062,-181.49603271484375,156.4798252911841,-184.4330803245134,157.59432413802534,-172.70558365108204,0.14285001158714294,0.0,31.28464698791504,-84.57131532615877
